表記,読み,品詞,語種
前額,ゼンガク,名詞-普通名詞-一般,漢
特待,トクタイ,名詞-普通名詞-サ変可能,漢
幕営,バクエイ,名詞-普通名詞-一般,漢
洋務,ヨウム,名詞-普通名詞-一般,漢
ひょういつ,ヒョウイツ,名詞-普通名詞-形状詞可能,漢
ビハインド,ビハインド,名詞-普通名詞-一般,外
ファイティング,ファイティング,名詞-普通名詞-一般,外
謝金,シャキン,名詞-普通名詞-一般,漢
同工,ドウコウ,名詞-普通名詞-一般,漢
器物,キブツ,名詞-普通名詞-一般,混
カイエ,カイエ,名詞-普通名詞-一般,外
五衰,ゴスイ,名詞-普通名詞-一般,漢
主部,シュブ,名詞-普通名詞-一般,漢
金環,キンカン,名詞-普通名詞-一般,漢
熱唱,ネッショウ,名詞-普通名詞-サ変可能,漢
他章,タショウ,名詞-普通名詞-一般,漢
祖語,ソゴ,名詞-普通名詞-一般,漢
法医,ホウイ,名詞-普通名詞-一般,漢
重商,ジュウショウ,名詞-普通名詞-一般,漢
残欠,ザンケツ,名詞-普通名詞-一般,漢
結了,ケツリョウ,名詞-普通名詞-一般,漢
乙号,オツゴウ,名詞-普通名詞-一般,漢
他書,タショ,名詞-普通名詞-一般,漢
歌文,カブン,名詞-普通名詞-一般,漢
禅語,ゼンゴ,名詞-普通名詞-一般,漢
煉獄,レンゴク,名詞-普通名詞-一般,漢
ベンジン,ベンジン,名詞-普通名詞-一般,外
トッポ,トッポ,名詞-普通名詞-一般,外
教え,オシエ,名詞-普通名詞-一般,混
祝着,シュウチャク,名詞-普通名詞-一般,漢
門派,モンパ,名詞-普通名詞-一般,漢
縦覧,ジュウラン,名詞-普通名詞-サ変可能,漢
祇王,ギオウ,名詞-普通名詞-一般,漢
国憲,コッケン,名詞-普通名詞-一般,漢
音像,オンゾウ,名詞-普通名詞-一般,漢
本師,ホンシ,名詞-普通名詞-一般,漢
無聖,ムショウ,名詞-普通名詞-一般,漢
南南東,ナンナントウ,名詞-普通名詞-一般,漢
林相,リンソウ,名詞-普通名詞-一般,漢
たく,タク,名詞-普通名詞-一般,漢
御璽,ギョジ,名詞-普通名詞-一般,漢
今作,コンサク,名詞-普通名詞-一般,漢
折損,セッソン,名詞-普通名詞-サ変可能,漢
美校,ビコウ,名詞-普通名詞-一般,漢
塩乾,エンカン,名詞-普通名詞-一般,漢
測位,ソクイ,名詞-普通名詞-一般,漢
同治,ドウチ,名詞-普通名詞-一般,漢
総説,ソウセツ,名詞-普通名詞-サ変可能,漢
興起,コウキ,名詞-普通名詞-サ変可能,漢
独唱,ドクショウ,名詞-普通名詞-サ変可能,漢
塗る,ヌル,名詞-普通名詞-一般,外
牛鍋,ギュウナベ,名詞-普通名詞-一般,混
靴店,クツテン,名詞-普通名詞-一般,混
採寸,サイスン,名詞-普通名詞-サ変可能,漢
リュート,リュート,名詞-普通名詞-一般,外
害獣,ガイジュウ,名詞-普通名詞-一般,漢
連弾,レンダン,名詞-普通名詞-サ変可能,漢
片務,ヘンム,名詞-普通名詞-一般,漢
中温,チュウオン,名詞-普通名詞-一般,漢
演台,エンダイ,名詞-普通名詞-一般,漢
過般,カハン,名詞-普通名詞-一般,漢
弧状,コジョウ,名詞-普通名詞-一般,漢
累代,ルイダイ,名詞-普通名詞-一般,漢
本管,ホンカン,名詞-普通名詞-一般,漢
斜行,シャコウ,名詞-普通名詞-サ変可能,漢
ビデオディスク,ビデオディスク,名詞-普通名詞-一般,外
アフラトキシン,アフラトキシン,名詞-普通名詞-一般,外
甜菜,テンサイ,名詞-普通名詞-一般,漢
原紙,ゲンシ,名詞-普通名詞-一般,漢
ボヘミアン,ボヘミアン,名詞-普通名詞-一般,外
唐名,トウミョウ,名詞-普通名詞-一般,漢
微増,ビゾウ,名詞-普通名詞-サ変可能,漢
アグリーメント,アグリーメント,名詞-普通名詞-一般,外
パーセプション,パーセプション,名詞-普通名詞-一般,外
アンフェタミン,アンフェタミン,名詞-普通名詞-一般,外
躯幹,クカン,名詞-普通名詞-一般,漢
権原,ケンゲン,名詞-普通名詞-一般,漢
科名,カメイ,名詞-普通名詞-一般,漢
ようしゅつ,ヨウシュツ,名詞-普通名詞-サ変可能,漢
刺傷,シショウ,名詞-普通名詞-サ変可能,漢
椎体,ツイタイ,名詞-普通名詞-一般,漢
メタセコイア,メタセコイア,名詞-普通名詞-一般,外
懸濁,ケンダク,名詞-普通名詞-サ変可能,漢
単座,タンザ,名詞-普通名詞-一般,漢
党利,トウリ,名詞-普通名詞-一般,漢
党略,トウリャク,名詞-普通名詞-一般,漢
最明,サイミョウ,名詞-普通名詞-一般,漢
大難,ダイナン,名詞-普通名詞-一般,漢
拝賀,ハイガ,名詞-普通名詞-サ変可能,漢
ウンマ,ウンマ,名詞-普通名詞-一般,外
省案,ショウアン,名詞-普通名詞-一般,漢
小伝,ショウデン,名詞-普通名詞-一般,漢
名花,メイカ,名詞-普通名詞-一般,漢
重質,ジュウシツ,名詞-普通名詞-一般,漢
コンテント,コンテント,名詞-普通名詞-一般,外
砲戦,ホウセン,名詞-普通名詞-一般,漢
シェービング,シェービング,名詞-普通名詞-一般,外
駅裏,エキウラ,名詞-普通名詞-一般,混
角棒,カクボウ,名詞-普通名詞-一般,漢
帰阪,キハン,名詞-普通名詞-一般,漢
番傘,バンガサ,名詞-普通名詞-一般,混
北走,ホクソウ,名詞-普通名詞-一般,漢
輪台,リンダイ,名詞-普通名詞-一般,漢
静物,セイブツ,名詞-普通名詞-一般,漢
外角,ガイカク,名詞-普通名詞-一般,漢
セイウチ,セイウチ,名詞-普通名詞-一般,外
ぜんに,ゼンニ,名詞-普通名詞-一般,漢
坊官,ボウカン,名詞-普通名詞-一般,漢
洋銀,ヨウギン,名詞-普通名詞-一般,漢
熱発,ネッパツ,名詞-普通名詞-サ変可能,漢
腹壁,フクヘキ,名詞-普通名詞-一般,漢
ハレーション,ハレーション,名詞-普通名詞-一般,外
辛丑,シンチュウ,名詞-普通名詞-一般,漢
彫塑,チョウソ,名詞-普通名詞-一般,漢
偏倚,ヘンイ,名詞-普通名詞-サ変可能,漢
専管,センカン,名詞-普通名詞-サ変可能,漢
強盛,キョウセイ,名詞-普通名詞-形状詞可能,漢
雑録,ザツロク,名詞-普通名詞-一般,漢
小徳,ショウトク,名詞-普通名詞-一般,漢
肥育,ヒイク,名詞-普通名詞-一般,漢
標柱,ヒョウチュウ,名詞-普通名詞-一般,漢
新出,シンシュツ,名詞-普通名詞-サ変可能,漢
スターリニズム,スターリニズム,名詞-普通名詞-一般,外
正課,セイカ,名詞-普通名詞-一般,漢
了知,リョウチ,名詞-普通名詞-サ変可能,漢
スターリニスト,スターリニスト,名詞-普通名詞-一般,外
漢名,カンメイ,名詞-普通名詞-一般,漢
観兵,カンペイ,名詞-普通名詞-一般,漢
玉体,ギョクタイ,名詞-普通名詞-一般,漢
私論,シロン,名詞-普通名詞-一般,漢
政談,セイダン,名詞-普通名詞-一般,漢
聖代,セイダイ,名詞-普通名詞-一般,漢
耐乏,タイボウ,名詞-普通名詞-一般,漢
入貢,ニュウコウ,名詞-普通名詞-サ変可能,漢
廃滅,ハイメツ,名詞-普通名詞-サ変可能,漢
両港,リョウコウ,名詞-普通名詞-一般,漢
タッチダウン,タッチダウン,名詞-普通名詞-一般,外
ふ化,フカ,名詞-普通名詞-一般,漢
各節,カクセツ,名詞-普通名詞-一般,漢
小溝,ショウコウ,名詞-普通名詞-一般,漢
取得,トリドク,名詞-普通名詞-一般,混
多孔,タコウ,名詞-普通名詞-一般,漢
親中,シンチュウ,名詞-普通名詞-一般,漢
ブルセラ,ブルセラ,名詞-普通名詞-一般,外
球面,キュウメン,名詞-普通名詞-一般,漢
略史,リャクシ,名詞-普通名詞-一般,漢
学理,ガクリ,名詞-普通名詞-一般,漢
区割り,クワリ,名詞-普通名詞-サ変可能,混
真円,シンエン,名詞-普通名詞-一般,漢
正字,セイジ,名詞-普通名詞-一般,漢
好日,コウジツ,名詞-普通名詞-一般,漢
アニリン,アニリン,名詞-普通名詞-一般,外
メラノーマ,メラノーマ,名詞-普通名詞-一般,外
受光,ジュコウ,名詞-普通名詞-一般,漢
没却,ボッキャク,名詞-普通名詞-サ変可能,漢
氏姓,シセイ,名詞-普通名詞-一般,漢
プロモート,プロモート,名詞-普通名詞-サ変可能,外
アダージョ,アダージョ,名詞-普通名詞-一般,外
心技,シンギ,名詞-普通名詞-一般,漢
ターフ,ターフ,名詞-普通名詞-一般,外
文運,ブンウン,名詞-普通名詞-一般,漢
順境,ジュンキョウ,名詞-普通名詞-一般,漢
冗費,ジョウヒ,名詞-普通名詞-一般,漢
ネッシー,ネッシー,名詞-普通名詞-一般,外
たし,タシ,名詞-普通名詞-一般,漢
デカダンス,デカダンス,名詞-普通名詞-一般,外
マリアッチ,マリアッチ,名詞-普通名詞-一般,外
師傅,シフ,名詞-普通名詞-一般,漢
冷雨,レイウ,名詞-普通名詞-一般,漢
妖狐,ヨウコ,名詞-普通名詞-一般,漢
リクード,リクード,名詞-普通名詞-一般,外
私選,シセン,名詞-普通名詞-一般,漢
樹氷,ジュヒョウ,名詞-普通名詞-一般,漢
解党,カイトウ,名詞-普通名詞-一般,漢
官員,カンイン,名詞-普通名詞-一般,漢
分界,ブンカイ,名詞-普通名詞-サ変可能,漢
アルパカ,アルパカ,名詞-普通名詞-一般,外
スプリンクラー,スプリンクラー,名詞-普通名詞-一般,外
外柔,ガイジュウ,名詞-普通名詞-一般,漢
尚古,ショウコ,名詞-普通名詞-一般,漢
内剛,ナイゴウ,名詞-普通名詞-一般,漢
リレーションシップ,リレーションシップ,名詞-普通名詞-一般,外
流速,リュウソク,名詞-普通名詞-一般,漢
利幅,リハバ,名詞-普通名詞-一般,混
クレンジング,クレンジング,名詞-普通名詞-一般,外
詩法,シホウ,名詞-普通名詞-一般,漢
叱声,シッセイ,名詞-普通名詞-一般,漢
ちどん,チドン,名詞-普通名詞-形状詞可能,漢
配剤,ハイザイ,名詞-普通名詞-サ変可能,漢
輸精,ユセイ,名詞-普通名詞-一般,漢
女権,ジョケン,名詞-普通名詞-一般,漢
銑鉄,センテツ,名詞-普通名詞-一般,漢
梗概,コウガイ,名詞-普通名詞-一般,漢
南路,ナンロ,名詞-普通名詞-一般,漢
てんてつ,テンテツ,名詞-普通名詞-一般,漢
円月,エンゲツ,名詞-普通名詞-一般,漢
水和,スイワ,名詞-普通名詞-一般,漢
神気,シンキ,名詞-普通名詞-一般,漢
電視,デンシ,名詞-普通名詞-一般,漢
萎靡,イビ,名詞-普通名詞-サ変可能,漢
出師,スイシ,名詞-普通名詞-一般,漢
悪婆,アクバ,名詞-普通名詞-一般,漢
校了,コウリョウ,名詞-普通名詞-一般,漢
詩書,シショ,名詞-普通名詞-一般,漢
代赭,タイシャ,名詞-普通名詞-一般,漢
同祖,ドウソ,名詞-普通名詞-一般,漢
非運,ヒウン,名詞-普通名詞-一般,漢
兵書,ヘイショ,名詞-普通名詞-一般,漢
バンプ,バンプ,名詞-普通名詞-一般,漢
律詩,リッシ,名詞-普通名詞-一般,漢
馴化,ジュンカ,名詞-普通名詞-サ変可能,漢
すぽん,スポン,名詞-普通名詞-一般,外
神葬,シンソウ,名詞-普通名詞-一般,漢
工品,コウヒン,名詞-普通名詞-一般,漢
道州,ドウシュウ,名詞-普通名詞-一般,漢
甲地,コウチ,名詞-普通名詞-一般,漢
苦吟,クギン,名詞-普通名詞-サ変可能,漢
成稿,セイコウ,名詞-普通名詞-サ変可能,漢
撰文,センブン,名詞-普通名詞-サ変可能,漢
鼻音,ビオン,名詞-普通名詞-一般,漢
表徴,ヒョウチョウ,名詞-普通名詞-一般,漢
物情,ブツジョウ,名詞-普通名詞-一般,漢
亡魂,ボウコン,名詞-普通名詞-一般,漢
一決,イッケツ,名詞-普通名詞-サ変可能,漢
使僧,シソウ,名詞-普通名詞-一般,漢
紙燭,シソク,名詞-普通名詞-一般,漢
寸鉄,スンテツ,名詞-普通名詞-一般,漢
征東,セイトウ,名詞-普通名詞-一般,漢
盛事,セイジ,名詞-普通名詞-一般,漢
滞陣,タイジン,名詞-普通名詞-サ変可能,漢
大雲,ダイウン,名詞-普通名詞-一般,漢
痴態,チタイ,名詞-普通名詞-一般,漢
定省,テイセイ,名詞-普通名詞-一般,漢
臭化,シュウカ,名詞-普通名詞-一般,漢
左傾,サケイ,名詞-普通名詞-サ変可能,漢
好著,コウチョ,名詞-普通名詞-一般,漢
答辞,トウジ,名詞-普通名詞-一般,漢
南瓜,ナンキン,名詞-普通名詞-一般,漢
併載,ヘイサイ,名詞-普通名詞-サ変可能,漢
会友,カイユウ,名詞-普通名詞-一般,漢
構制,コウセイ,名詞-普通名詞-一般,漢
少雨,ショウウ,名詞-普通名詞-一般,漢
五音,ゴイン,名詞-普通名詞-一般,漢
ナフタリン,ナフタリン,名詞-普通名詞-一般,外
実需,ジツジュ,名詞-普通名詞-一般,漢
薫風,クンプウ,名詞-普通名詞-一般,漢
参軍,サングン,名詞-普通名詞-一般,漢
私戦,シセン,名詞-普通名詞-一般,漢
宗義,シュウギ,名詞-普通名詞-一般,漢
臣道,シンドウ,名詞-普通名詞-一般,漢
対校,タイコウ,名詞-普通名詞-サ変可能,漢
喋々,チョウチョウ,名詞-普通名詞-サ変形状詞可能,漢
繁多,ハンタ,名詞-普通名詞-形状詞可能,漢
再見,サイケン,名詞-普通名詞-一般,漢
リビドー,リビドー,名詞-普通名詞-一般,外
長管,チョウカン,名詞-普通名詞-一般,漢
白鴎,ハクオウ,名詞-普通名詞-一般,漢
チャコール,チャコール,名詞-普通名詞-一般,外
来診,ライシン,名詞-普通名詞-サ変可能,漢
会記,カイキ,名詞-普通名詞-一般,漢
失陥,シッカン,名詞-普通名詞-サ変可能,漢
要撃,ヨウゲキ,名詞-普通名詞-サ変可能,漢
離日,リニチ,名詞-普通名詞-サ変可能,漢
京福,ケイフク,名詞-普通名詞-一般,漢
較差,カクサ,名詞-普通名詞-一般,漢
天眼,テンガン,名詞-普通名詞-一般,漢
実義,ジツギ,名詞-普通名詞-一般,漢
トリビア,トリビア,名詞-普通名詞-一般,外
イメチェン,イメチェン,名詞-普通名詞-サ変可能,外
健筆,ケンピツ,名詞-普通名詞-一般,漢
酒毒,シュドク,名詞-普通名詞-一般,漢
俗塵,ゾクジン,名詞-普通名詞-一般,漢
名流,メイリュウ,名詞-普通名詞-一般,漢
画餅,ガベイ,名詞-普通名詞-一般,漢
夫唱,フショウ,名詞-普通名詞-一般,漢
婦随,フズイ,名詞-普通名詞-一般,漢
蒼穹,ソウキュウ,名詞-普通名詞-一般,漢
大賢,タイケン,名詞-普通名詞-一般,漢
特区,トック,名詞-普通名詞-一般,外
奇貨,キカ,名詞-普通名詞-一般,漢
巡遊,ジュンユウ,名詞-普通名詞-サ変可能,漢
推考,スイコウ,名詞-普通名詞-サ変可能,漢
文飾,ブンショク,名詞-普通名詞-サ変可能,漢
クアハウス,クアハウス,名詞-普通名詞-一般,外
ワンダーフォーゲル,ワンダーフォーゲル,名詞-普通名詞-一般,外
ハンナラ,ハンナラ,名詞-普通名詞-一般,外
万邦,バンポウ,名詞-普通名詞-一般,漢
遅発,チハツ,名詞-普通名詞-一般,漢
治理,チリ,名詞-普通名詞-一般,漢
上欄,ジョウラン,名詞-普通名詞-一般,漢
利金,リキン,名詞-普通名詞-一般,漢
宏池,コウチ,名詞-普通名詞-一般,漢
総隊,ソウタイ,名詞-普通名詞-一般,漢
摘記,テッキ,名詞-普通名詞-サ変可能,漢
有産,ユウサン,名詞-普通名詞-一般,漢
世祖,セイソ,名詞-普通名詞-一般,漢
千古,センコ,名詞-普通名詞-一般,漢
ジギタリス,ジギタリス,名詞-普通名詞-一般,外
丁子,チョウジ,名詞-普通名詞-一般,漢
僧俗,ソウゾク,名詞-普通名詞-一般,漢
貴紳,キシン,名詞-普通名詞-一般,漢
興漢,コウカン,名詞-普通名詞-一般,漢
古拙,コセツ,名詞-普通名詞-形状詞可能,漢
出精,シュッセイ,名詞-普通名詞-サ変可能,漢
諸論,ショロン,名詞-普通名詞-一般,漢
神観,シンカン,名詞-普通名詞-一般,漢
