"見出し語彙素
Lexeme","標準的（新聞）表記
Standard (Newspaper) Orthography","標準的読み方（カタカナ）
Standard Reading (Katakana)","品詞
Part of Speech","
語種
Word Origin Type"
心因,心因,シンイン,名詞-普通名詞-一般,漢
バルーン,バルーン,バルーン,名詞-普通名詞-一般,外
等質,等質,トウシツ,名詞-普通名詞-形状詞可能,漢
淡色,淡色,タンショク,名詞-普通名詞-一般,漢
立志,立志,リッシ,名詞-普通名詞-一般,漢
シュールレアリスム,シュールレアリスム,シュールレアリスム,名詞-普通名詞-一般,外
基数,基数,キスウ,名詞-普通名詞-一般,漢
百聞,百聞,ヒャクブン,名詞-普通名詞-一般,漢
鈍化,鈍化,ドンカ,名詞-普通名詞-サ変可能,漢
功臣,功臣,コウシン,名詞-普通名詞-一般,漢
ユーティリティー,ユーティリティー,ユーティリティー,名詞-普通名詞-一般,外
守勢,守勢,シュセイ,名詞-普通名詞-一般,漢
朝貢,朝貢,チョウコウ,名詞-普通名詞-サ変可能,漢
燗酒,燗酒,カンザケ,名詞-普通名詞-一般,混
献策,献策,ケンサク,名詞-普通名詞-サ変可能,漢
円陣,円陣,エンジン,名詞-普通名詞-一般,漢
愛染,愛染,アイゼン,名詞-普通名詞-一般,漢
方正,方正,ホウセイ,名詞-普通名詞-形状詞可能,漢
用字,用字,ヨウジ,名詞-普通名詞-一般,漢
渡船,とせん,トセン,名詞-普通名詞-一般,漢
総員,総員,ソウイン,名詞-普通名詞-一般,漢
歌会,歌会,カカイ,名詞-普通名詞-一般,漢
パエーリャ,パエーリャ,パエーリャ,名詞-普通名詞-一般,外
ツーリズム,ツーリズム,ツーリズム,名詞-普通名詞-一般,外
ビフテキ,ビフテキ,ビフテキ,名詞-普通名詞-一般,外
出走,出走,シュッソウ,名詞-普通名詞-サ変可能,漢
雨滴,雨滴,ウテキ,名詞-普通名詞-一般,漢
三尊,三尊,サンゾン,名詞-普通名詞-一般,漢
墨絵,墨絵,スミエ,名詞-普通名詞-一般,混
伴走,伴走,バンソウ,名詞-普通名詞-サ変可能,漢
長征,長征,チョウセイ,名詞-普通名詞-一般,漢
計数,計数,ケイスウ,名詞-普通名詞-一般,漢
砂防,砂防,サボウ,名詞-普通名詞-一般,漢
跋文,ばつぶん,バツブン,名詞-普通名詞-一般,漢
神威,神威,シンイ,名詞-普通名詞-一般,漢
両市,両市,リョウシ,名詞-普通名詞-一般,漢
弊社,弊社,ヘイシャ,名詞-普通名詞-一般,漢
テックス,テックス,テックス,名詞-普通名詞-一般,外
塔頭,塔頭,タッチュウ,名詞-普通名詞-一般,漢
環頭,環頭,カントウ,名詞-普通名詞-一般,漢
ライフライン,ライフライン,ライフライン,名詞-普通名詞-一般,外
旧名,旧名,キュウメイ,名詞-普通名詞-一般,漢
ペパーミント,ペパーミント,ペパーミント,名詞-普通名詞-一般,外
病巣,病巣,ビョウソウ,名詞-普通名詞-一般,漢
怒張,怒張,ドチョウ,名詞-普通名詞-サ変可能,漢
ハンドリング,ハンドリング,ハンドリング,名詞-普通名詞-一般,外
代打,代打,ダイダ,名詞-普通名詞-一般,漢
情趣,情趣,ジョウシュ,名詞-普通名詞-一般,漢
排日,排日,ハイニチ,名詞-普通名詞-一般,漢
補論,ホロン,ホロン,名詞-普通名詞-一般,漢
添書,てんしょ,テンショ,名詞-普通名詞-サ変可能,漢
簡保,簡保,カンポ,名詞-普通名詞-一般,漢
パネリスト,パネリスト,パネリスト,名詞-普通名詞-一般,外
漢訳,漢訳,カンヤク,名詞-普通名詞-サ変可能,漢
欠航,欠航,ケッコウ,名詞-普通名詞-サ変可能,漢
マッピング,マッピング,マッピング,名詞-普通名詞-一般,外
副腎,副腎,フクジン,名詞-普通名詞-一般,漢
ドレッサー,ドレッサー,ドレッサー,名詞-普通名詞-一般,外
バテレン,バテレン,バテレン,名詞-普通名詞-一般,外
閉山,閉山,ヘイザン,名詞-普通名詞-サ変可能,漢
モップ,モップ,モップ,名詞-普通名詞-一般,外
雛壇,ひな壇,ヒナダン,名詞-普通名詞-一般,混
評決,評決,ヒョウケツ,名詞-普通名詞-サ変可能,漢
遺失,遺失,イシツ,名詞-普通名詞-サ変可能,漢
空位,空位,クウイ,名詞-普通名詞-一般,漢
乱視,乱視,ランシ,名詞-普通名詞-一般,漢
座主,座主,ザス,名詞-普通名詞-一般,漢
被官,被官,ヒカン,名詞-普通名詞-一般,漢
相隣,相隣,ソウリン,名詞-普通名詞-一般,漢
ウエザー,ウエザー,ウエザー,名詞-普通名詞-一般,外
応分,応分,オウブン,名詞-普通名詞-形状詞可能,漢
メガトン,メガトン,メガトン,名詞-普通名詞-一般,外
口中,口中,コウチュウ,名詞-普通名詞-一般,漢
老樹,老樹,ロウジュ,名詞-普通名詞-一般,漢
青函,青函,セイカン,名詞-普通名詞-一般,漢
転業,転業,テンギョウ,名詞-普通名詞-サ変可能,漢
レスキュー,レスキュー,レスキュー,名詞-普通名詞-一般,外
願掛け,願かけ,ガンカケ,名詞-普通名詞-一般,混
重職,重職,ジュウショク,名詞-普通名詞-一般,漢
グルタミン,グルタミン,グルタミン,名詞-普通名詞-一般,外
屈従,屈従,クツジュウ,名詞-普通名詞-サ変可能,漢
文節,文節,ブンセツ,名詞-普通名詞-一般,漢
美麗,美麗,ビレイ,名詞-普通名詞-形状詞可能,漢
五臓,五臓,ゴゾウ,名詞-普通名詞-一般,漢
高空,高空,コウクウ,名詞-普通名詞-一般,漢
蝦蛄,蝦蛄,シャコ,名詞-普通名詞-一般,漢
仏寺,仏寺,ブツジ,名詞-普通名詞-一般,漢
アクター,アクター,アクター,名詞-普通名詞-一般,外
霊廟,霊廟,レイビョウ,名詞-普通名詞-一般,漢
省都,省都,ショウト,名詞-普通名詞-一般,漢
正貨,正貨,セイカ,名詞-普通名詞-一般,漢
造林,造林,ゾウリン,名詞-普通名詞-サ変可能,漢
乳腺,乳腺,ニュウセン,名詞-普通名詞-一般,漢
愛猫,愛猫,アイビョウ,名詞-普通名詞-一般,漢
錠前,錠前,ジョウマエ,名詞-普通名詞-一般,混
チープ,チープ,チープ,名詞-普通名詞-一般,外
黒檀,黒檀,コクタン,名詞-普通名詞-一般,漢
清貧,清貧,セイヒン,名詞-普通名詞-一般,漢
万力,万力,マンリキ,名詞-普通名詞-一般,漢
考量,考量,コウリョウ,名詞-普通名詞-サ変可能,漢
当為,当為,トウイ,名詞-普通名詞-一般,漢
隣保,隣保,リンポ,名詞-普通名詞-一般,漢
フェザー,フェザー,フェザー,名詞-普通名詞-一般,外
新政,新政,シンセイ,名詞-普通名詞-一般,漢
廃線,廃線,ハイセン,名詞-普通名詞-一般,漢
無恥,無恥,ムチ,名詞-普通名詞-形状詞可能,漢
土嚢,土嚢,ドノウ,名詞-普通名詞-一般,漢
争闘,争闘,ソウトウ,名詞-普通名詞-サ変可能,漢
辞林,辞林,ジリン,名詞-普通名詞-一般,漢
相論,相論,ソウロン,名詞-普通名詞-一般,漢
雄姿,雄姿,ユウシ,名詞-普通名詞-一般,漢
斯界,斯界,シカイ,名詞-普通名詞-一般,漢
宝飾,宝飾,ホウショク,名詞-普通名詞-一般,漢
散弾,散弾,サンダン,名詞-普通名詞-一般,漢
マタニティー,マタニティー,マタニティー,名詞-普通名詞-一般,外
椎間,ついかん,ツイカン,名詞-普通名詞-一般,漢
遣欧,遣欧,ケンオウ,名詞-普通名詞-一般,漢
相同,相同,ソウドウ,名詞-普通名詞-一般,漢
何曜,南洋,ナンヨウ,名詞-普通名詞-一般,混
大器,大器,タイキ,名詞-普通名詞-一般,漢
二塁,二塁,ニルイ,名詞-普通名詞-一般,漢
乳歯,乳歯,ニュウシ,名詞-普通名詞-一般,漢
メダリスト,メダリスト,メダリスト,名詞-普通名詞-一般,外
人世,人世,ジンセイ,名詞-普通名詞-一般,漢
大円,大円,ダイエン,名詞-普通名詞-一般,漢
インテグレーション,インテグレーション,インテグレーション,名詞-普通名詞-一般,外
ジゴロ,ジゴロ,ジゴロ,名詞-普通名詞-一般,外
邦画,邦画,ホウガ,名詞-普通名詞-一般,漢
セルフサービス,セルフサービス,セルフサービス,名詞-普通名詞-一般,外
行路,行路,コウロ,名詞-普通名詞-一般,漢
悪鬼,悪鬼,アッキ,名詞-普通名詞-一般,漢
カウンシル,カウンシル,カウンシル,名詞-普通名詞-一般,外
塩害,塩害,エンガイ,名詞-普通名詞-一般,漢
サンク,三九,サンク,名詞-普通名詞-一般,外
曜,よう,ヨウ,名詞-普通名詞-一般,漢
リフレイン,リフレイン,リフレイン,名詞-普通名詞-サ変可能,外
両雄,両雄,リョウユウ,名詞-普通名詞-一般,漢
ノンバンク,ノンバンク,ノンバンク,名詞-普通名詞-一般,外
諸本,諸本,ショホン,名詞-普通名詞-一般,漢
寸劇,寸劇,スンゲキ,名詞-普通名詞-一般,漢
機影,機影,キエイ,名詞-普通名詞-一般,漢
タップ,タップ,タップ,名詞-普通名詞-一般,外
五分,五分,ゴブ,名詞-普通名詞-一般,漢
遠来,遠来,エンライ,名詞-普通名詞-一般,漢
左中,左中,サチュウ,名詞-普通名詞-一般,漢
韻律,韻律,インリツ,名詞-普通名詞-一般,漢
渋面,渋面,ジュウメン,名詞-普通名詞-一般,漢
官製,官製,カンセイ,名詞-普通名詞-一般,漢
列国,列国,レッコク,名詞-普通名詞-一般,漢
副将,副将,フクショウ,名詞-普通名詞-一般,漢
各党,各党,カクトウ,名詞-普通名詞-一般,漢
低回,低回,テイカイ,名詞-普通名詞-サ変可能,漢
所期,所期,ショキ,名詞-普通名詞-サ変可能,漢
冠位,冠位,カンイ,名詞-普通名詞-一般,漢
実定,実定,ジッテイ,名詞-普通名詞-一般,漢
外臣,外臣,ガイシン,名詞-普通名詞-一般,漢
異称,異称,イショウ,名詞-普通名詞-一般,漢
拙劣,拙劣,セツレツ,名詞-普通名詞-形状詞可能,漢
沖積,沖積,チュウセキ,名詞-普通名詞-一般,漢
読点,読点,トウテン,名詞-普通名詞-一般,漢
渇,渇,カツ,名詞-普通名詞-一般,漢
ハイランド,ハイランド,ハイランド,名詞-普通名詞-一般,外
易者,易者,エキシャ,名詞-普通名詞-一般,漢
シュラフ,シュラフ,シュラフ,名詞-普通名詞-一般,外
近郷,近郷,キンゴウ,名詞-普通名詞-一般,漢
金棒,金棒,カナボウ,名詞-普通名詞-一般,混
失敬,失敬,シッケイ,名詞-普通名詞-サ変形状詞可能,漢
宿駅,宿駅,シュクエキ,名詞-普通名詞-一般,漢
厄払い,厄払い,ヤクハライ,名詞-普通名詞-一般,混
在郷,在郷,ザイキョウ,名詞-普通名詞-サ変可能,漢
多項,多項,タコウ,名詞-普通名詞-一般,漢
キルト鱻quilt,キルト,キルト,名詞-普通名詞-一般,外
質実,質実,シツジツ,名詞-普通名詞-形状詞可能,漢
家伝,家伝,カデン,名詞-普通名詞-一般,漢
行宮,行宮,アングウ,名詞-普通名詞-一般,漢
フライング,フライング,フライング,名詞-普通名詞-一般,外
レーク,レーク,レーク,名詞-普通名詞-一般,固
楽人,楽人,ガクジン,名詞-普通名詞-一般,漢
終幕,終幕,シュウマク,名詞-普通名詞-一般,漢
封じ込め,封じ込め,フウジコメ,名詞-普通名詞-一般,混
馬主,馬主,バシュ,名詞-普通名詞-一般,漢
楽土,楽土,ラクド,名詞-普通名詞-一般,漢
メルクマール,メルクマール,メルクマール,名詞-普通名詞-一般,外
懇,懇,コン,名詞-普通名詞-一般,漢
縁辺,縁辺,エンペン,名詞-普通名詞-一般,漢
汽水,汽水,キスイ,名詞-普通名詞-一般,漢
ハンドメード,ハンドメード,ハンドメード,名詞-普通名詞-一般,外
公称,公称,コウショウ,名詞-普通名詞-サ変可能,漢
超絶,超絶,チョウゼツ,名詞-普通名詞-サ変可能,漢
寒流,寒流,カンリュウ,名詞-普通名詞-一般,漢
最北,最北,サイホク,名詞-普通名詞-一般,漢
蜜月,蜜月,ミツゲツ,名詞-普通名詞-一般,漢
応諾,応諾,オウダク,名詞-普通名詞-サ変可能,漢
焼成,焼成,ショウセイ,名詞-普通名詞-サ変可能,漢
被覆,被覆,ヒフク,名詞-普通名詞-サ変可能,漢
悪罵,悪罵,アクバ,名詞-普通名詞-サ変可能,漢
スケープゴート,スケープゴート,スケープゴート,名詞-普通名詞-一般,外
敵手,敵手,テキシュ,名詞-普通名詞-一般,漢
略述,略述,リャクジュツ,名詞-普通名詞-サ変可能,漢
商戦,商戦,ショウセン,名詞-普通名詞-一般,漢
薬理,薬理,ヤクリ,名詞-普通名詞-一般,漢
濁流,濁流,ダクリュウ,名詞-普通名詞-一般,漢
教導,教導,キョウドウ,名詞-普通名詞-サ変可能,漢
銘板,銘板,メイバン,名詞-普通名詞-一般,漢
オキシドール,オキシドール,オキシドール,名詞-普通名詞-一般,外
耶蘇,ヤソ,ヤソ,名詞-普通名詞-一般,外
節用,節用,セツヨウ,名詞-普通名詞-サ変可能,漢
舌鋒,舌鋒,ゼッポウ,名詞-普通名詞-一般,漢
トレッキング,トレッキング,トレッキング,名詞-普通名詞-一般,外
天目,天目,テンモク,名詞-普通名詞-一般,漢
罪過,罪過,ザイカ,名詞-普通名詞-一般,漢
余勢,余勢,ヨセイ,名詞-普通名詞-一般,漢
弔慰,弔慰,チョウイ,名詞-普通名詞-サ変可能,漢
熱波,熱波,ネッパ,名詞-普通名詞-一般,漢
破却,破却,ハキャク,名詞-普通名詞-サ変可能,漢
各派,各派,カクハ,名詞-普通名詞-一般,漢
属領,属領,ゾクリョウ,名詞-普通名詞-一般,漢
普化,普化,フケ,名詞-普通名詞-一般,漢
総覧,総覧,ソウラン,名詞-普通名詞-サ変可能,漢
辺地,辺地,ヘンチ,名詞-普通名詞-一般,漢
毛根,毛根,モウコン,名詞-普通名詞-一般,漢
遊客,遊客,ユウカク,名詞-普通名詞-一般,漢
後場,後場,ゴバ,名詞-普通名詞-一般,混
プラム,プラム,プラム,名詞-普通名詞-一般,外
符丁,符丁,フチョウ,名詞-普通名詞-一般,漢
滅失,滅失,メッシツ,名詞-普通名詞-サ変可能,漢
終期,終期,シュウキ,名詞-普通名詞-一般,漢
的屋,テキ屋,テキヤ,名詞-普通名詞-一般,混
青松,青松,セイショウ,名詞-普通名詞-一般,漢
監事,監事,カンジ,名詞-普通名詞-一般,漢
霊峰,霊峰,レイホウ,名詞-普通名詞-一般,漢
軍楽,軍楽,グンガク,名詞-普通名詞-一般,漢
継受,継受,ケイジュ,名詞-普通名詞-サ変可能,漢
客層,客層,キャクソウ,名詞-普通名詞-一般,漢
エペ,エペ,エペ,名詞-普通名詞-一般,外
内諾,内諾,ナイダク,名詞-普通名詞-サ変可能,漢
分画,分画,ブンカク,名詞-普通名詞-一般,漢
幕の内,幕の内,マクノウチ,名詞-普通名詞-一般,混
低劣,低劣,テイレツ,名詞-普通名詞-形状詞可能,漢
供託,供託,キョウタク,名詞-普通名詞-サ変可能,漢
大吉,大吉,ダイキチ,名詞-普通名詞-一般,漢
文才,文才,ブンサイ,名詞-普通名詞-一般,漢
馬肉,馬肉,バニク,名詞-普通名詞-一般,漢
監訳,監訳,カンヤク,名詞-普通名詞-サ変可能,漢
員数,員数,インズウ,名詞-普通名詞-一般,漢
茶筌,茶筌,チャセン,名詞-普通名詞-一般,漢
呪,呪,ジュ,名詞-普通名詞-一般,漢
航跡,航跡,コウセキ,名詞-普通名詞-一般,漢
コンコース,コンコース,コンコース,名詞-普通名詞-一般,外
強酸,強酸,キョウサン,名詞-普通名詞-一般,漢
刀子,刀子,トウス,名詞-普通名詞-一般,漢
モノトーン,モノトーン,モノトーン,名詞-普通名詞-形状詞可能,外
述作,述作,ジュッサク,名詞-普通名詞-サ変可能,漢
献呈,献呈,ケンテイ,名詞-普通名詞-サ変可能,漢
推命,推命,スイメイ,名詞-普通名詞-一般,漢
世世,世世,セイセイ,名詞-普通名詞-副詞可能,漢
乾物,乾物,カンブツ,名詞-普通名詞-一般,漢
甘えん坊,甘えん坊,アマエンボウ,名詞-普通名詞-形状詞可能,混
ドロップアウト,ドロップアウト,ドロップアウト,名詞-普通名詞-サ変可能,外
衷心,衷心,チュウシン,名詞-普通名詞-一般,漢
始原,始原,シゲン,名詞-普通名詞-一般,漢
巨利,巨利,キョリ,名詞-普通名詞-一般,漢
白梅,白梅,ハクバイ,名詞-普通名詞-一般,漢
岩塩,岩塩,ガンエン,名詞-普通名詞-一般,漢
精励,精励,セイレイ,名詞-普通名詞-サ変可能,漢
宮跡,宮跡,キュウセキ,名詞-普通名詞-一般,漢
粛正,粛正,シュクセイ,名詞-普通名詞-サ変可能,漢
使嗾,使嗾,シソウ,名詞-普通名詞-サ変可能,漢
金門,金門,キンモン,名詞-普通名詞-一般,漢
独仏,独仏,ドクフツ,名詞-普通名詞-一般,漢
習癖,習癖,シュウヘキ,名詞-普通名詞-一般,漢
獅子吼,獅子吼,シシク,名詞-普通名詞-サ変可能,漢
含蓄,含蓄,ガンチク,名詞-普通名詞-サ変可能,漢
小村,小村,ショウソン,名詞-普通名詞-一般,漢
呉越,呉越,ゴエツ,名詞-普通名詞-一般,漢
イデオローグ,イデオローグ,イデオローグ,名詞-普通名詞-一般,外
本姓,本姓,ホンセイ,名詞-普通名詞-一般,漢
ソリューション,ソリューション,ソリューション,名詞-普通名詞-一般,外
福引き,福引,フクビキ,名詞-普通名詞-一般,混
クレゾール,クレゾール,クレゾール,名詞-普通名詞-一般,外
ゼネスト,ゼネスト,ゼネスト,名詞-普通名詞-一般,外
因数,因数,インスウ,名詞-普通名詞-一般,漢
アテンション,アテンション,アテンション,名詞-普通名詞-一般,外
造,造,ゾウ,名詞-普通名詞-一般,漢
旭日,旭日,キョクジツ,名詞-普通名詞-一般,漢
量刑,量刑,リョウケイ,名詞-普通名詞-一般,漢
香木,香木,コウボク,名詞-普通名詞-一般,漢
緑青,緑青,ロクショウ,名詞-普通名詞-一般,漢
夜盗,夜盗,ヤトウ,名詞-普通名詞-一般,漢
タコス,高石,タコス,名詞-普通名詞-一般,外
ケット,ケット,ケット,名詞-普通名詞-一般,外
典礼,典礼,テンレイ,名詞-普通名詞-一般,漢
改進,改進,カイシン,名詞-普通名詞-サ変可能,漢
医官,医官,イカン,名詞-普通名詞-一般,漢
愚者,愚者,グシャ,名詞-普通名詞-一般,漢
後備,後備,コウビ,名詞-普通名詞-一般,漢
ギャラクシー,ギャラクシー,ギャラクシー,名詞-普通名詞-一般,外
バンカー鱻bunker,バンカー,バンカー,名詞-普通名詞-一般,外
スクランブル,スクランブル,スクランブル,名詞-普通名詞-一般,外
散会,散会,サンカイ,名詞-普通名詞-サ変可能,漢
水郷,水郷,スイゴウ,名詞-普通名詞-一般,漢
浮腫,浮腫,フシュ,名詞-普通名詞-一般,漢
大望,大望,タイボウ,名詞-普通名詞-一般,漢
アレルゲン,アレルゲン,アレルゲン,名詞-普通名詞-一般,外
セ氏,セ氏,セシ,名詞-普通名詞-一般,混
牢人,牢人,ロウニン,名詞-普通名詞-一般,漢
本坊,本坊,ホンボウ,名詞-普通名詞-一般,漢
親水,親水,シンスイ,名詞-普通名詞-一般,漢
ペースメーカー,ペースメーカー,ペースメーカー,名詞-普通名詞-一般,外
湧出,ゆうしゅつ,ユウシュツ,名詞-普通名詞-サ変可能,漢
学堂,学堂,ガクドウ,名詞-普通名詞-一般,漢
香華,香華,コウゲ,名詞-普通名詞-一般,漢
憤死,憤死,フンシ,名詞-普通名詞-サ変可能,漢
直交,直交,チョッコウ,名詞-普通名詞-サ変可能,漢
取水,取水,シュスイ,名詞-普通名詞-サ変可能,漢
水性,すい星,スイセイ,名詞-普通名詞-一般,漢
ボーダーライン,ボーダーライン,ボーダーライン,名詞-普通名詞-一般,外
女色,女色,ジョショク,名詞-普通名詞-一般,漢
煩瑣,はんさ,ハンサ,名詞-普通名詞-形状詞可能,漢
スマッシュ,スマッシュ,スマッシュ,名詞-普通名詞-サ変可能,外
天長,店長,テンチョウ,名詞-普通名詞-一般,固
絵姿,絵姿,エスガタ,名詞-普通名詞-一般,混
垂迹,垂迹,スイジャク,名詞-普通名詞-一般,漢
ノンストップ,ノンストップ,ノンストップ,名詞-普通名詞-一般,外
大藩,大藩,タイハン,名詞-普通名詞-一般,漢
恵方,恵方,エホウ,名詞-普通名詞-一般,漢
咽頭,咽頭,イントウ,名詞-普通名詞-一般,漢
銀髪,銀髪,ギンパツ,名詞-普通名詞-一般,漢
皆勤,皆勤,カイキン,名詞-普通名詞-サ変可能,漢
薄明,薄明,ハクメイ,名詞-普通名詞-一般,漢
五徳,五徳,ゴトク,名詞-普通名詞-一般,漢
柴胡,柴胡,サイコ,名詞-普通名詞-一般,漢
資,資,シ,名詞-普通名詞-一般,漢
物納,物納,ブツノウ,名詞-普通名詞-サ変可能,漢
液剤,液剤,エキザイ,名詞-普通名詞-一般,漢
品評,品評,ヒンピョウ,名詞-普通名詞-サ変可能,漢
知恩,知恩,チオン,名詞-普通名詞-一般,漢
根治,根治,コンジ,名詞-普通名詞-サ変可能,漢
献辞,献辞,ケンジ,名詞-普通名詞-一般,漢
投足,投足,トウソク,名詞-普通名詞-一般,漢
流木,流木,リュウボク,名詞-普通名詞-一般,漢
シューマイ,シューマイ,シューマイ,名詞-普通名詞-一般,外
リアリスト,リアリスト,リアリスト,名詞-普通名詞-一般,外
妖魔,妖魔,ヨウマ,名詞-普通名詞-一般,漢
喬木,喬木,キョウボク,名詞-普通名詞-一般,漢
淫売,淫売,インバイ,名詞-普通名詞-サ変可能,漢
バギー,バギー,バギー,名詞-普通名詞-一般,外
愁嘆,愁嘆,シュウタン,名詞-普通名詞-サ変可能,漢
褒貶,ほうへん,ホウヘン,名詞-普通名詞-サ変可能,漢
コーデュロイ,コーデュロイ,コーデュロイ,名詞-普通名詞-一般,外
係累,係累,ケイルイ,名詞-普通名詞-一般,漢
怨,怨,オン,名詞-普通名詞-一般,漢
濁音,濁音,ダクオン,名詞-普通名詞-一般,漢
揺籃,揺籃,ヨウラン,名詞-普通名詞-一般,漢
戟,戟,ゲキ,名詞-普通名詞-一般,漢
勅撰,勅撰,チョクセン,名詞-普通名詞-サ変可能,漢
文頭,文頭,ブントウ,名詞-普通名詞-一般,漢
私費,私費,シヒ,名詞-普通名詞-一般,漢
伏せ字,伏せ字,フセジ,名詞-普通名詞-一般,混
長恨,長恨,チョウコン,名詞-普通名詞-一般,漢
暴れん坊,暴れん坊,アバレンボウ,名詞-普通名詞-一般,混
懐古,懐古,カイコ,名詞-普通名詞-サ変可能,漢
塾長,塾長,ジュクチョウ,名詞-普通名詞-一般,漢
高射,高射,コウシャ,名詞-普通名詞-一般,漢
満珠,満珠,マンジュ,名詞-普通名詞-一般,漢
句読,句読,クトウ,名詞-普通名詞-一般,漢
セール鱻sail,セール,セール,名詞-普通名詞-一般,外
涙腺,涙腺,ルイセン,名詞-普通名詞-一般,漢
ターバン,ターバン,ターバン,名詞-普通名詞-一般,外
寒波,寒波,カンパ,名詞-普通名詞-一般,漢
双頭,双頭,ソウトウ,名詞-普通名詞-一般,漢
リード鱻reed,リード,リード,名詞-普通名詞-一般,外
珍獣,珍獣,チンジュウ,名詞-普通名詞-一般,漢
白鳳,白鳳,ハクホウ,名詞-普通名詞-一般,漢
記章,記章,キショウ,名詞-普通名詞-一般,漢
カプチーノ,カプチーノ,カプチーノ,名詞-普通名詞-一般,外
短文,短文,タンブン,名詞-普通名詞-一般,漢
軍神,軍神,グンシン,名詞-普通名詞-一般,漢
道観,道観,ドウカン,名詞-普通名詞-一般,漢
木履,ぼくり,ボクリ,名詞-普通名詞-一般,漢
爛熟,爛熟,ランジュク,名詞-普通名詞-サ変可能,漢
ジャッキ,ジャッキ,ジャッキ,名詞-普通名詞-一般,外
氷解,氷解,ヒョウカイ,名詞-普通名詞-サ変可能,漢
印籠,印籠,インロウ,名詞-普通名詞-一般,漢
硬度,硬度,コウド,名詞-普通名詞-一般,漢
衣冠,衣冠,イカン,名詞-普通名詞-一般,漢
メモリアル,メモリアル,メモリアル,名詞-普通名詞-形状詞可能,外
家令,家令,カレイ,名詞-普通名詞-一般,漢
製茶,製茶,セイチャ,名詞-普通名詞-一般,漢
エチル,エチル,エチル,名詞-普通名詞-一般,外
一枝,一枝,イッシ,名詞-普通名詞-一般,漢
鞭撻,べんたつ,ベンタツ,名詞-普通名詞-サ変可能,漢
発意,発意,ハツイ,名詞-普通名詞-サ変可能,漢
俸禄,ほうろく,ホウロク,名詞-普通名詞-一般,漢
セリーグ,セ・リーグ,セリーグ,名詞-普通名詞-一般,外
序盤,序盤,ジョバン,名詞-普通名詞-一般,漢
打擲,ちょうちゃく,チョウチャク,名詞-普通名詞-サ変可能,漢
桑園,桑園,ソウエン,名詞-普通名詞-一般,漢
舶載,舶載,ハクサイ,名詞-普通名詞-サ変可能,漢
直隷,直隷,チョクレイ,名詞-普通名詞-一般,漢
悪弊,悪弊,アクヘイ,名詞-普通名詞-一般,漢
アルペン,アルペン,アルペン,名詞-普通名詞-一般,外
肉質,肉質,ニクシツ,名詞-普通名詞-一般,漢
ブッキング,ブッキング,ブッキング,名詞-普通名詞-一般,外
新体,新体,シンタイ,名詞-普通名詞-一般,漢
割り符,割り符,ワリフ,名詞-普通名詞-一般,混
訪日,訪日,ホウニチ,名詞-普通名詞-サ変可能,漢
国賊,国賊,コクゾク,名詞-普通名詞-一般,漢
乳頭,乳頭,ニュウトウ,名詞-普通名詞-一般,漢
時評,時評,ジヒョウ,名詞-普通名詞-一般,漢
ヘッドランプ,ヘッドランプ,ヘッドランプ,名詞-普通名詞-一般,外
今上,今上,キンジョウ,名詞-普通名詞-一般,漢
パイプライン,パイプライン,パイプライン,名詞-普通名詞-一般,外
と金,と金,トキン,名詞-普通名詞-一般,混
用済み,用済み,ヨウズミ,名詞-普通名詞-一般,混
州兵,州兵,シュウヘイ,名詞-普通名詞-一般,漢
与奪,よだつ,ヨダツ,名詞-普通名詞-一般,漢
施療,施療,セリョウ,名詞-普通名詞-サ変可能,漢
半神,半神,ハンシン,名詞-普通名詞-一般,漢
唐黍,トウキビ,トウキビ,名詞-普通名詞-一般,混
砲艦,砲艦,ホウカン,名詞-普通名詞-一般,漢
エコロジスト,エコロジスト,エコロジスト,名詞-普通名詞-一般,外
度量衡,度量衡,ドリョウコウ,名詞-普通名詞-一般,漢
木蓮,モクレン,モクレン,名詞-普通名詞-一般,漢
梵語,ボンゴ,ボンゴ,名詞-普通名詞-一般,漢
忌明け,忌明け,キアケ,名詞-普通名詞-一般,混
満人,満人,マンジン,名詞-普通名詞-一般,漢
時短,ジタン,ジタン,名詞-普通名詞-一般,漢
合気,愛機,アイキ,名詞-普通名詞-一般,混
印綬,印綬,インジュ,名詞-普通名詞-一般,漢
多動,多動,タドウ,名詞-普通名詞-一般,漢
鉄槌,鉄槌,テッツイ,名詞-普通名詞-一般,漢
嘆声,嘆声,タンセイ,名詞-普通名詞-一般,漢
整体,整体,セイタイ,名詞-普通名詞-一般,漢
壮語,壮語,ソウゴ,名詞-普通名詞-サ変可能,漢
書肆,書肆,ショシ,名詞-普通名詞-一般,漢
胞子,胞子,ホウシ,名詞-普通名詞-一般,漢
中火,中火,チュウビ,名詞-普通名詞-一般,混
烈日,烈日,レツジツ,名詞-普通名詞-一般,漢
向学,向学,コウガク,名詞-普通名詞-一般,漢
玉音,玉音,ギョクオン,名詞-普通名詞-一般,漢
イミテーション,イミテーション,イミテーション,名詞-普通名詞-一般,外
尊像,尊像,ソンゾウ,名詞-普通名詞-一般,漢
敗死,敗死,ハイシ,名詞-普通名詞-一般,漢
黒点,黒点,コクテン,名詞-普通名詞-一般,漢
感光,感光,カンコウ,名詞-普通名詞-サ変可能,漢
非核,非核,ヒカク,名詞-普通名詞-一般,漢
戴天,戴天,タイテン,名詞-普通名詞-一般,漢
