"見出し語彙素
Lexeme","標準的（新聞）表記
Standard (Newspaper) Orthography","標準的読み方（カタカナ）
Standard Reading (Katakana)","品詞
Part of Speech","
語種
Word Origin Type"
後来,後来,コウライ,名詞-普通名詞-一般,漢
差等,差等,サトウ,名詞-普通名詞-一般,漢
図譜,図譜,ズフ,名詞-普通名詞-一般,漢
滴下,滴下,テキカ,名詞-普通名詞-サ変可能,漢
戦績,戦績,センセキ,名詞-普通名詞-一般,漢
打法,打法,ダホウ,名詞-普通名詞-一般,漢
実装,実装,ジッソウ,名詞-普通名詞-サ変可能,漢
パテント,パテント,パテント,名詞-普通名詞-一般,外
肉色,肉色,ニクイロ,名詞-普通名詞-一般,混
本生,本生,ホンショウ,名詞-普通名詞-一般,漢
先棒,先棒,サキボウ,名詞-普通名詞-一般,混
逃散,ちょうさん,チョウサン,名詞-普通名詞-一般,漢
純益,純益,ジュンエキ,名詞-普通名詞-一般,漢
方寸,方寸,ホウスン,名詞-普通名詞-一般,漢
暖地,暖地,ダンチ,名詞-普通名詞-一般,漢
ペアレント,ペアレント,ペアレント,名詞-普通名詞-一般,外
販促,販促,ハンソク,名詞-普通名詞-一般,漢
新帝,新帝,シンテイ,名詞-普通名詞-一般,漢
ネービー,ネービー,ネービー,名詞-普通名詞-一般,外
銀白,銀白,ギンパク,名詞-普通名詞-一般,漢
通せん坊,通せん坊,トオセンボウ,名詞-普通名詞-一般,混
保佐,保佐,ホサ,名詞-普通名詞-サ変可能,漢
新駅,新駅,シンエキ,名詞-普通名詞-一般,漢
ガーディアン,ガーディアン,ガーディアン,名詞-普通名詞-一般,外
測深,測深,ソクシン,名詞-普通名詞-一般,漢
アデュー,アデュー,アデュー,名詞-普通名詞-一般,外
捨て鉢,捨てばち,ステバチ,名詞-普通名詞-形状詞可能,混
速射,速射,ソクシャ,名詞-普通名詞-サ変可能,漢
州税,州税,シュウゼイ,名詞-普通名詞-一般,漢
成句,成句,セイク,名詞-普通名詞-一般,漢
インプレッション,インプレッション,インプレッション,名詞-普通名詞-一般,外
滞日,滞日,タイニチ,名詞-普通名詞-サ変可能,漢
善事,善事,ゼンジ,名詞-普通名詞-一般,漢
残務,残務,ザンム,名詞-普通名詞-一般,漢
当用,当用,トウヨウ,名詞-普通名詞-一般,漢
がんば,ガンバ,ガンバ,名詞-普通名詞-一般,混
マテ,マテ,マテ,名詞-普通名詞-一般,外
雑色,雑色,ゾウシキ,名詞-普通名詞-一般,漢
凝結,凝結,ギョウケツ,名詞-普通名詞-サ変可能,漢
キャビネ,キャビネ,キャビネ,名詞-普通名詞-一般,外
愛顧,愛顧,アイコ,名詞-普通名詞-サ変可能,漢
パリティー,パリティー,パリティー,名詞-普通名詞-一般,外
ハンガリアン,ハンガリアン,ハンガリアン,名詞-普通名詞-一般,外
薬籠,やくろう,ヤクロウ,名詞-普通名詞-一般,漢
インターンシップ,インターンシップ,インターンシップ,名詞-普通名詞-一般,外
樹高,樹高,ジュコウ,名詞-普通名詞-一般,漢
オーソリティー,オーソリティー,オーソリティー,名詞-普通名詞-一般,外
天成,天成,テンセイ,名詞-普通名詞-一般,漢
多能,多能,タノウ,名詞-普通名詞-形状詞可能,漢
気脈,気脈,キミャク,名詞-普通名詞-一般,漢
票田,票田,ヒョウデン,名詞-普通名詞-一般,漢
天丼,天丼,テンドン,名詞-普通名詞-一般,混
風気,風気,フウキ,名詞-普通名詞-一般,漢
至尊,至尊,シソン,名詞-普通名詞-一般,漢
実姉,実姉,ジッシ,名詞-普通名詞-一般,漢
二枚舌,二枚舌,ニマイジタ,名詞-普通名詞-一般,混
別伝,別伝,ベツデン,名詞-普通名詞-一般,漢
ノーマリゼーション,ノーマリゼーション,ノーマリゼーション,名詞-普通名詞-一般,外
芸風,芸風,ゲイフウ,名詞-普通名詞-一般,漢
白化,白化,ハッカ,名詞-普通名詞-サ変可能,漢
垂涎,すいえん,スイエン,名詞-普通名詞-サ変可能,漢
戯文,戯文,ギブン,名詞-普通名詞-一般,漢
オートマ,オートマ,オートマ,名詞-普通名詞-一般,外
変格,変格,ヘンカク,名詞-普通名詞-一般,漢
エネ,エネ,エネ,名詞-普通名詞-一般,外
完封,完封,カンプウ,名詞-普通名詞-サ変可能,漢
信受,信受,シンジュ,名詞-普通名詞-サ変可能,漢
先願,先願,センガン,名詞-普通名詞-一般,漢
プレーリー,プレーリー,プレーリー,名詞-普通名詞-一般,外
キューポラ,キューポラ,キューポラ,名詞-普通名詞-一般,外
旧地,旧地,キュウチ,名詞-普通名詞-一般,漢
地人,地人,チジン,名詞-普通名詞-一般,漢
日次,日次,ニチジ,名詞-普通名詞-一般,漢
妖婦,妖婦,ヨウフ,名詞-普通名詞-一般,漢
司直,司直,シチョク,名詞-普通名詞-一般,漢
エステート,エステート,エステート,名詞-普通名詞-一般,外
原像,原像,ゲンゾウ,名詞-普通名詞-一般,漢
ドジャー,ドジャー,ドジャー,名詞-普通名詞-一般,外
バプテスマ,バプテスマ,バプテスマ,名詞-普通名詞-一般,外
至大,至大,シダイ,名詞-普通名詞-一般,漢
社伝,社伝,シャデン,名詞-普通名詞-一般,漢
中台,中台,チュウタイ,名詞-普通名詞-一般,漢
防塁,防塁,ボウルイ,名詞-普通名詞-一般,漢
懇望,懇望,コンモウ,名詞-普通名詞-サ変可能,漢
寵臣,寵臣,チョウシン,名詞-普通名詞-一般,漢
列柱,列柱,レッチュウ,名詞-普通名詞-一般,漢
出棺,出棺,シュッカン,名詞-普通名詞-サ変可能,漢
弁務,弁務,ベンム,名詞-普通名詞-一般,漢
鎮撫,鎮撫,チンブ,名詞-普通名詞-サ変可能,漢
評語,評語,ヒョウゴ,名詞-普通名詞-一般,漢
ブリーフケース,ブリーフケース,ブリーフケース,名詞-普通名詞-一般,外
アパシー,アパシー,アパシー,名詞-普通名詞-一般,外
金力,金力,キンリョク,名詞-普通名詞-一般,漢
征圧,征圧,セイアツ,名詞-普通名詞-一般,漢
金賞,金賞,キンショウ,名詞-普通名詞-一般,漢
アメフト,アメフト,アメフト,名詞-普通名詞-一般,外
三箇日,三箇日,サンガニチ,名詞-普通名詞-一般,漢
僧帽,そうぼう,ソウボウ,名詞-普通名詞-一般,漢
シニシズム,シニシズム,シニシズム,名詞-普通名詞-一般,外
梵字,梵字,ボンジ,名詞-普通名詞-一般,漢
ホルムアルデヒド,ホルムアルデヒド,ホルムアルデヒド,名詞-普通名詞-一般,外
自今,自今,ジコン,名詞-普通名詞-一般,漢
創痍,創痍,ソウイ,名詞-普通名詞-一般,漢
士民,士民,シミン,名詞-普通名詞-一般,漢
上玉,上玉,ジョウダマ,名詞-普通名詞-一般,混
野砲,野砲,ヤホウ,名詞-普通名詞-一般,漢
定見,定見,テイケン,名詞-普通名詞-一般,漢
朝令,朝令,チョウレイ,名詞-普通名詞-一般,漢
暮改,暮改,ボカイ,名詞-普通名詞-一般,漢
脈動,脈動,ミャクドウ,名詞-普通名詞-サ変可能,漢
親藩,親藩,シンパン,名詞-普通名詞-一般,漢
スローダウン,スローダウン,スローダウン,名詞-普通名詞-サ変可能,外
銭貨,銭貨,センカ,名詞-普通名詞-一般,漢
駿足,駿足,シュンソク,名詞-普通名詞-一般,漢
建礼,建礼,ケンレイ,名詞-普通名詞-一般,漢
愛誦,愛誦,アイショウ,名詞-普通名詞-サ変可能,漢
記銘,記銘,キメイ,名詞-普通名詞-一般,漢
ミュート,ミュート,ミュート,名詞-普通名詞-一般,外
高徳,高徳,コウトク,名詞-普通名詞-一般,漢
エクソシスト,エクソシスト,エクソシスト,名詞-普通名詞-一般,外
縮刷,縮刷,シュクサツ,名詞-普通名詞-サ変可能,漢
私腹,私腹,シフク,名詞-普通名詞-一般,漢
凹面,凹面,オウメン,名詞-普通名詞-一般,漢
高楼,高楼,コウロウ,名詞-普通名詞-一般,漢
俊才,俊才,シュンサイ,名詞-普通名詞-一般,漢
小丘,小丘,ショウキュウ,名詞-普通名詞-一般,漢
総見,総見,ソウケン,名詞-普通名詞-サ変可能,漢
大業,大業,タイギョウ,名詞-普通名詞-一般,漢
聴罪,聴罪,チョウザイ,名詞-普通名詞-一般,漢
風葬,風葬,フウソウ,名詞-普通名詞-一般,漢
檳榔,ビロウ,ビロウ,名詞-普通名詞-一般,漢
印文,印文,インモン,名詞-普通名詞-一般,漢
クミン,区民,クミン,名詞-普通名詞-一般,外
除斥,除斥,ジョセキ,名詞-普通名詞-一般,漢
寡頭,寡頭,カトウ,名詞-普通名詞-一般,漢
訳詩,訳詩,ヤクシ,名詞-普通名詞-一般,漢
ザール,ザール,ザール,名詞-普通名詞-一般,外
能吏,能吏,ノウリ,名詞-普通名詞-一般,漢
逸文,逸文,イツブン,名詞-普通名詞-一般,漢
弔電,弔電,チョウデン,名詞-普通名詞-一般,漢
放恣,放恣,ホウシ,名詞-普通名詞-形状詞可能,漢
領野,領野,リョウヤ,名詞-普通名詞-一般,漢
相即,相即,ソウソク,名詞-普通名詞-一般,漢
安危,安危,アンキ,名詞-普通名詞-一般,漢
タラゴン,タラゴン,タラゴン,名詞-普通名詞-一般,外
抗告,抗告,コウコク,名詞-普通名詞-サ変可能,漢
螺髪,螺髪,ラハツ,名詞-普通名詞-一般,漢
ブギウギ,ブギウギ,ブギウギ,名詞-普通名詞-一般,外
選良,選良,センリョウ,名詞-普通名詞-一般,漢
弔事,弔事,チョウジ,名詞-普通名詞-一般,漢
騰落,騰落,トウラク,名詞-普通名詞-一般,漢
余情,余情,ヨジョウ,名詞-普通名詞-一般,漢
湯桶,湯藤,ユトウ,名詞-普通名詞-一般,混
番狂わせ,番狂わせ,バンクルワセ,名詞-普通名詞-一般,混
名聞,みょうもん,ミョウモン,名詞-普通名詞-一般,漢
ダンシング,ダンシング,ダンシング,名詞-普通名詞-一般,外
五官,五官,ゴカン,名詞-普通名詞-一般,漢
法灯,法灯,ホウトウ,名詞-普通名詞-一般,漢
金納,金納,キンノウ,名詞-普通名詞-サ変可能,漢
寮友,寮友,リョウユウ,名詞-普通名詞-一般,漢
痛覚,痛覚,ツウカク,名詞-普通名詞-一般,漢
フォーエバー,フォーエバー,フォーエバー,名詞-普通名詞-一般,外
本市,本市,ホンシ,名詞-普通名詞-一般,漢
好中,好中,コウチュウ,名詞-普通名詞-一般,漢
連衡,連衡,レンコウ,名詞-普通名詞-一般,漢
プラモ,プラモ,プラモ,名詞-普通名詞-一般,外
語数,語数,ゴスウ,名詞-普通名詞-一般,漢
伝存,伝存,デンソン,名詞-普通名詞-サ変可能,漢
要務,要務,ヨウム,名詞-普通名詞-一般,漢
潔斎,潔斎,ケッサイ,名詞-普通名詞-サ変可能,漢
受納,受納,ジュノウ,名詞-普通名詞-サ変可能,漢
スーパーチャージャー,スーパーチャージャー,スーパーチャージャー,名詞-普通名詞-一般,外
永生,永生,エイセイ,名詞-普通名詞-一般,漢
小区,小区,ショウク,名詞-普通名詞-一般,漢
名園,名園,メイエン,名詞-普通名詞-一般,漢
陸兵,陸兵,リクヘイ,名詞-普通名詞-一般,漢
本態,本態,ホンタイ,名詞-普通名詞-一般,漢
翌晩,翌晩,ヨクバン,名詞-普通名詞-副詞可能,漢
春期,春期,シュンキ,名詞-普通名詞-一般,漢
年忌,年忌,ネンキ,名詞-普通名詞-一般,漢
才幹,才幹,サイカン,名詞-普通名詞-一般,漢
ネッカチーフ,ネッカチーフ,ネッカチーフ,名詞-普通名詞-一般,外
滑落,滑落,カツラク,名詞-普通名詞-サ変可能,漢
カラード,カラード,カラード,名詞-普通名詞-一般,外
持明,持明,ジミョウ,名詞-普通名詞-一般,漢
ベスト鱻vest,ベスト,ベスト,名詞-普通名詞-一般,外
製糖,製糖,セイトウ,名詞-普通名詞-一般,漢
弓箭,弓箭,キュウセン,名詞-普通名詞-一般,漢
助教,助教,ジョキョウ,名詞-普通名詞-一般,漢
大弓,大弓,ダイキュウ,名詞-普通名詞-一般,漢
天頂,天頂,テンチョウ,名詞-普通名詞-一般,漢
寮長,寮長,リョウチョウ,名詞-普通名詞-一般,漢
液中,液中,エキチュウ,名詞-普通名詞-一般,漢
木管,木管,モッカン,名詞-普通名詞-一般,漢
メセナ,メセナ,メセナ,名詞-普通名詞-一般,外
東壁,東壁,トウヘキ,名詞-普通名詞-一般,漢
疫,疫,エキ,名詞-普通名詞-一般,漢
フィヨルド,フィヨルド,フィヨルド,名詞-普通名詞-一般,外
ダイアリー,ダイアリー,ダイアリー,名詞-普通名詞-一般,外
トリニティー,トリニティー,トリニティー,名詞-普通名詞-一般,外
横臥,横臥,オウガ,名詞-普通名詞-サ変可能,漢
船材,船材,センザイ,名詞-普通名詞-一般,漢
地謡い,地謡,ジウタイ,名詞-普通名詞-一般,混
料率,料率,リョウリツ,名詞-普通名詞-一般,漢
聖寿,聖寿,セイジュ,名詞-普通名詞-一般,漢
不入り,不入り,フイリ,名詞-普通名詞-一般,混
筮竹,ぜい竹,ゼイチク,名詞-普通名詞-一般,漢
層状,層状,ソウジョウ,名詞-普通名詞-一般,漢
町制,町制,チョウセイ,名詞-普通名詞-一般,漢
軍中,軍中,グンチュウ,名詞-普通名詞-一般,漢
膳部,膳部,ゼンブ,名詞-普通名詞-一般,漢
布令,布令,フレイ,名詞-普通名詞-サ変可能,漢
浮標,浮標,フヒョウ,名詞-普通名詞-一般,漢
来援,来援,ライエン,名詞-普通名詞-サ変可能,漢
レモネード,レモネード,レモネード,名詞-普通名詞-一般,外
自領,自領,ジリョウ,名詞-普通名詞-一般,漢
オートミール,オートミール,オートミール,名詞-普通名詞-一般,外
難船,難船,ナンセン,名詞-普通名詞-サ変可能,漢
粒度,粒度,リュウド,名詞-普通名詞-一般,漢
鉄球,てっきゅう,テッキュウ,名詞-普通名詞-一般,漢
背教,背教,ハイキョウ,名詞-普通名詞-一般,漢
織豊,織豊,ショクホウ,名詞-普通名詞-一般,漢
分外,分外,ブンガイ,名詞-普通名詞-形状詞可能,漢
乱費,乱費,ランピ,名詞-普通名詞-サ変可能,漢
浮薄,浮薄,フハク,名詞-普通名詞-形状詞可能,漢
一巻,一巻,イッカン,名詞-普通名詞-一般,漢
胎蔵,胎蔵,タイゾウ,名詞-普通名詞-一般,漢
依願,依願,イガン,名詞-普通名詞-一般,漢
令外,令外,リョウゲ,名詞-普通名詞-一般,漢
霊泉,霊泉,レイセン,名詞-普通名詞-一般,漢
未刊,ミカン,ミカン,名詞-普通名詞-一般,漢
外構,外構,ガイコウ,名詞-普通名詞-一般,漢
多胎,多胎,タタイ,名詞-普通名詞-一般,漢
千尋,千尋,センジン,名詞-普通名詞-一般,漢
法難,法難,ホウナン,名詞-普通名詞-一般,漢
アトリウム,アトリウム,アトリウム,名詞-普通名詞-一般,外
甲類,甲類,コウルイ,名詞-普通名詞-一般,漢
郷鎮,郷鎮,ゴウチン,名詞-普通名詞-一般,漢
鉄山,鉄山,テツザン,名詞-普通名詞-一般,漢
争鳴,争鳴,ソウメイ,名詞-普通名詞-一般,漢
実景,実景,ジッケイ,名詞-普通名詞-一般,漢
角界,角界,カッカイ,名詞-普通名詞-一般,漢
地唄,地唄,ジウタ,名詞-普通名詞-一般,混
灯下,灯下,トウカ,名詞-普通名詞-一般,漢
画学,画学,ガガク,名詞-普通名詞-一般,漢
米食,米食,ベイショク,名詞-普通名詞-サ変可能,漢
退園,退園,タイエン,名詞-普通名詞-一般,漢
再診,再診,サイシン,名詞-普通名詞-一般,漢
測度,測度,ソクド,名詞-普通名詞-一般,漢
肩章,肩章,ケンショウ,名詞-普通名詞-一般,漢
地先,地先,チサキ,名詞-普通名詞-一般,混
エクセレント,エクセレント,エクセレント,名詞-普通名詞-形状詞可能,外
惻隠,そくいん,ソクイン,名詞-普通名詞-一般,漢
雄渾,雄渾,ユウコン,名詞-普通名詞-形状詞可能,漢
集注,集注,シュウチュウ,名詞-普通名詞-サ変可能,漢
円座,円座,エンザ,名詞-普通名詞-一般,漢
賓,賓,ヒン,名詞-普通名詞-一般,漢
マリーゴールド,マリーゴールド,マリーゴールド,名詞-普通名詞-一般,外
均分,均分,キンブン,名詞-普通名詞-サ変可能,漢
仏光,仏光,ブッコウ,名詞-普通名詞-一般,漢
芸文,芸文,ゲイブン,名詞-普通名詞-一般,漢
忠信,忠信,チュウシン,名詞-普通名詞-一般,漢
両河,両河,リョウガ,名詞-普通名詞-一般,漢
延引,延引,エンイン,名詞-普通名詞-サ変可能,漢
休校,休校,キュウコウ,名詞-普通名詞-サ変可能,漢
登庁,登庁,トウチョウ,名詞-普通名詞-サ変可能,漢
